Region,Date,Tempmax,Tempmin,Temperature,Feelslikemax,Feelslikemin,Feelslike,Dew,Humidity,Precipitation,Precipprob,Precipcover,Preciptype,Snow,Snowdepth,Windgust,Windspeed,Winddir,Sealevelpressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Severerisk,Sunrise,Sunset,Moonphase,Conditions,Description,Icon,Stations
auvergne rhone alpes,2018-10-11,24.3,15.2,19.3,24.3,15.2,19.3,13.3,69.6,0.524,100,20.83,rain,0,0,52.2,31.2,168.6,1013.4,72.1,49.8,126,11,6,,2018-10-11T07:51:36,2018-10-11T19:02:31,0.07,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"07475099999,07481099999,E9551,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-12,25,17.7,20.6,25,17.7,20.6,13.3,64.1,0,0,0,,0,0,47.7,27.2,169.8,1020.8,39.5,50.7,131.3,11.2,6,,2018-10-12T07:52:55,2018-10-12T19:00:42,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-13,25.8,14.9,19.8,25.8,14.9,19.8,12.6,65.9,0,0,0,,0,0,48.8,31.9,165.5,1019.8,4.6,41.1,128.5,11,5,,2018-10-13T07:54:14,2018-10-13T18:58:53,0.14,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-14,23.5,16.3,19.6,23.5,16.3,19.6,8.9,51.5,0,0,0,,0,0,56,33,179.3,1012.3,61.7,41.1,84.8,7.3,4,,2018-10-14T07:55:34,2018-10-14T18:57:05,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-15,23.4,12.6,18.1,23.4,12.6,18.1,8.6,55.7,0,0,0,,0,0,31.7,17,147,1011.7,88,28.7,89.7,7.6,5,,2018-10-15T07:56:55,2018-10-15T18:55:17,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-16,24.2,12.5,17.8,24.2,12.5,17.8,9.6,61.1,0,0,0,,0,0,14.7,5.6,131.3,1017.1,77.7,24.4,126.3,10.9,5,,2018-10-16T07:58:15,2018-10-16T18:53:31,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,E9551,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-17,22.8,10.4,16,22.8,10.4,16,9.3,66.6,0,0,0,,0,0,23.1,11,3,1017.2,42,20.3,124.7,10.8,5,,2018-10-17T07:59:36,2018-10-17T18:51:45,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2018-10-18,21.8,9.6,14.8,21.8,9.6,14.8,8.8,69,0,0,0,,0,0,23,14,331.2,1016.3,47.1,17.2,115.2,10,5,,2018-10-18T08:00:57,2018-10-18T18:50:00,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2018-10-19,21.1,9.4,14.3,21.1,9.4,14.3,9.1,72.8,0,0,0,,0,0,21.4,12.5,351.7,1019.4,61.4,12.1,106.3,9.2,4,,2018-10-19T08:02:18,2018-10-19T18:48:16,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-20,18.1,8.7,12.8,18.1,8.7,12.8,9.1,79.2,0,0,0,,0,0,26.9,15,4.9,1025.2,15.8,5.7,114.5,9.7,5,,2018-10-20T08:03:40,2018-10-20T18:46:33,0.36,Clear,Clear conditions throughout the day.,clear-day,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-21,14.5,7.9,10.8,14.5,7.9,10.8,8,83.3,0,0,0,,0,0,25.6,14.6,22.1,1024.5,48.5,4.6,100.2,8.6,4,,2018-10-21T08:05:02,2018-10-21T18:44:51,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFLS,07475099999,LFLY,07481099999,LFMH,LFLL,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-22,17.1,4.7,10.7,17.1,3.9,10.4,3.8,66,0.031,100,4.17,rain,0,0,38.1,20.8,3.6,1024.7,19.1,22.8,119.3,10.2,5,,2018-10-22T08:06:25,2018-10-22T18:43:10,0.43,Rain,Clear conditions throughout the day with early morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-23,16.9,7.8,11.7,16.9,6.4,11.4,4.8,63.5,0,0,0,,0,0,35.5,23.7,347.4,1029.3,23.4,25.3,108.7,9.2,4,,2018-10-23T08:07:47,2018-10-23T18:41:30,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFLS,07475099999,LFLY,07481099999,LFMH,LFLL,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2018-10-24,17.9,7.1,11.7,17.9,5.6,11.4,6.1,69.5,0,0,0,,0,0,52.4,32.4,346.5,1027.5,20.3,30.7,102.9,8.9,4,,2018-10-24T08:09:10,2018-10-24T18:39:52,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LFLS,07475099999,LFLY,07481099999,LFMH,LFLL,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-25,13.4,11.3,12.3,13.4,11.3,12.3,9,80.5,0,0,0,,0,0,34.8,20.6,359.4,1022.2,96.6,29.5,55.2,4.8,4,,2018-10-25T08:10:33,2018-10-25T18:38:14,0.53,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-26,15.8,10.3,12.1,15.8,10.3,12.1,7.7,75,0,0,0,,0,0,16.7,8.8,73.7,1014,95.2,19.1,74,6.4,4,,2018-10-26T08:11:57,2018-10-26T18:36:38,0.56,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-27,11,6.9,8.3,11,3.5,6.4,5.6,83.1,1.692,100,50,rain,0,0,33.4,21.3,348.8,1008.1,98.6,21.2,12.9,1.1,1,,2018-10-27T08:13:21,2018-10-27T18:35:03,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-28,8.7,5.3,6.7,8.1,2.2,4.3,3.4,79.8,3.83,100,45.83,rain,0,0,35.8,21.2,348,1001.6,99.9,37.1,17.9,1.7,1,,2018-10-28T07:14:44,2018-10-28T17:33:29,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E4885,07475099999,07481099999,E9551,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-29,5.4,1.3,4.6,3.5,-2.5,1.4,3.3,91.2,42.258,100,91.67,"rain,snow",0,0,38.9,24.2,326.7,995.3,100,12.7,10.2,0.8,1,,2018-10-29T07:16:09,2018-10-29T17:31:57,0.67,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"07475099999,07481099999,E8103,E9551,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-30,10.4,2.1,5.6,10.4,-2.6,2.2,1.9,78.5,10.478,100,45.83,rain,0,0,54.7,33.2,189.2,1003.9,76.1,40.9,60.9,5.2,3,,2018-10-30T07:17:33,2018-10-30T17:30:26,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,E9551,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-10-31,15.4,5.4,10.4,15.4,3.5,9.8,5.2,70.8,0.006,100,4.17,rain,0,0,46.6,20.6,148.8,1011,97.3,50.8,66.2,5.7,3,,2018-10-31T07:18:58,2018-10-31T17:28:56,0.75,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2018-11-01,12,6.8,10,12,6.8,9.7,7.2,83,1.265,100,37.5,rain,0,0,36.6,18.2,179.7,1014,85.8,39.6,48.1,4.2,2,,2018-11-01T07:20:22,2018-11-01T17:27:28,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-02,13.9,4.8,8.9,13.9,4.8,8.5,6,82.8,0.035,100,8.33,rain,0,0,37.6,21.6,348,1021.7,71.3,27.3,68.5,6,3,,2018-11-02T07:21:47,2018-11-02T17:26:01,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-03,10.3,6.9,8.6,10.3,4.8,7.1,5.8,82.4,0,0,0,,0,0,37.5,22.2,351.3,1024.2,93.9,17.9,35.9,3.2,2,,2018-11-03T07:23:12,2018-11-03T17:24:36,0.85,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-04,11.8,4.4,7.7,11.8,4.4,7.6,5.7,87.8,0,0,0,,0,0,14,6.9,59.6,1015.2,90.2,4.3,69.2,6,3,,2018-11-04T07:24:37,2018-11-04T17:23:12,0.89,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-05,18.3,5.2,11.4,18.3,5.2,11.4,8,80.8,0,0,0,,0,0,29.6,18.1,120,1007.7,74.2,21.3,62.9,5.5,3,,2018-11-05T07:26:03,2018-11-05T17:21:50,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-06,13.4,8.4,11.2,13.4,7.1,11,8.3,82.1,0.344,100,25,rain,0,0,46,25.7,158.5,1008.4,75.3,39.2,21.8,1.9,1,,2018-11-06T07:27:28,2018-11-06T17:20:30,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-07,14.7,7.3,11.9,14.7,5.7,11.6,7.6,75.7,8.182,100,29.17,rain,0,0,61.3,31.6,174.8,1012.5,80.4,41.9,20.3,1.5,1,,2018-11-07T07:28:53,2018-11-07T17:19:11,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2018-11-08,12.8,7.7,10.1,12.8,7.7,10.1,8.1,87.6,0.572,100,20.83,rain,0,0,14.8,7,76.9,1019.5,92.3,22.2,53.7,4.4,3,,2018-11-08T07:30:18,2018-11-08T17:17:54,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-09,17.8,8.7,12.3,17.8,7.9,12.2,8.3,77.6,0.034,100,8.33,rain,0,0,26.6,14.6,131.1,1014.3,77.5,31.3,43.6,3.8,2,,2018-11-09T07:31:43,2018-11-09T17:16:39,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07475099999,07481099999,E9551,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-10,17,10.5,14.8,17,10.5,14.8,8.9,68.3,1.341,100,20.83,rain,0,0,65.6,38.9,185.6,1009.3,84,45,39.5,3.4,2,,2018-11-10T07:33:08,2018-11-10T17:15:26,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-11,18.6,12.4,15.6,18.6,12.4,15.6,10.1,70.1,2.619,100,25,rain,0,0,63.3,34.7,185,1012.7,88,50.7,54.4,4.6,3,,2018-11-11T07:34:33,2018-11-11T17:14:14,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2018-11-12,20.5,16.6,18,20.5,16.6,18,10.6,62.1,0,0,0,,0,0,71.1,43.9,186.2,1017.1,60,54.3,58.4,5.2,3,,2018-11-12T07:35:58,2018-11-12T17:13:05,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-13,17.1,10.5,13.2,17.1,10.5,13.2,9.5,79.5,0.866,100,20.83,rain,0,0,51.8,23.9,282.6,1027.7,96.9,41.6,25.3,2.1,1,,2018-11-13T07:37:22,2018-11-13T17:11:57,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-14,15.5,8.7,11.2,15.5,8.7,11.1,9.1,87.2,0.006,100,4.17,rain,0,0,22.1,12.9,95.4,1027.4,66.9,10,39.2,3.3,2,,2018-11-14T07:38:46,2018-11-14T17:10:52,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-15,18,8.2,11.8,18,8.2,11.7,8.5,81.4,0.037,100,8.33,rain,0,0,22,13.5,131,1024,37.3,14.5,90.6,7.7,4,,2018-11-15T07:40:10,2018-11-15T17:09:48,0.25,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-16,10.1,6.4,8.2,10.1,5.2,7.8,7,92,0,0,0,,0,0,12.6,8.6,18.2,1024.3,87.5,5.1,35.4,3,2,,2018-11-16T07:41:34,2018-11-16T17:08:47,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"7,475,099,999,074,810,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
auvergne rhone alpes,2018-11-17,8.5,6.4,7.6,8.5,5.2,6.6,6,89.3,0.706,100,20.83,rain,0,0,23.9,10.6,37.4,1021.4,98.2,17.9,15.3,1.4,1,,2018-11-17T07:42:57,2018-11-17T17:07:48,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-18,6.5,3.6,4.7,5.3,1.9,3.5,2.1,83.8,0,0,0,,0,0,23,12.8,23.8,1019.6,87.8,8.7,30.7,2.8,2,,2018-11-18T07:44:20,2018-11-18T17:06:50,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-19,3.9,1.1,2.3,3.9,-1.9,0.3,-0.4,82.1,0.198,100,20.83,"rain,snow",0.5,0.3,20.7,13.5,345,1009.2,99.6,7.9,9.5,0.7,1,,2018-11-19T07:45:42,2018-11-19T17:05:55,0.38,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-20,6.8,0.9,3.7,4.8,-0.7,2.2,0.9,82.4,2.153,100,45.83,"rain,snow",0,0.2,29.2,15.7,125.2,1003.4,97.8,11.8,45.8,4,2,,2018-11-20T07:47:03,2018-11-20T17:05:03,0.41,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-21,7,4.2,5.4,6.2,2.6,4.7,4,90.8,5.733,100,29.17,rain,0,0,15,8.1,17.6,1012.2,99.1,4.3,31.8,2.8,1,,2018-11-21T07:48:24,2018-11-21T17:04:12,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"07475099999,07481099999,E9551,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-22,11.3,2.8,5.7,11.3,2.1,5.5,4.1,89.4,0,0,0,,0,0,11.2,6.9,75.4,1018,76.1,4.4,28.4,2.5,2,,2018-11-22T07:49:44,2018-11-22T17:03:24,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,E9551,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-23,7,2.2,5,6.8,2.2,4.6,4.2,94.5,24.745,100,45.83,rain,0,0,20.6,10.1,14.4,1015.3,89.2,4.4,13.4,1,1,,2018-11-23T07:51:04,2018-11-23T17:02:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-24,12.8,2.9,6.7,12.8,2.2,6.6,4.4,86.2,0.041,100,8.33,rain,0,0,14.8,9.1,179.2,1014.4,52.8,15.6,59.6,5,4,,2018-11-24T07:52:22,2018-11-24T17:01:55,0.54,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-25,7.6,0.9,4.3,6,-1.6,3.3,3,90.9,1.197,100,12.5,rain,0,0,42.6,21.4,165.2,1007.4,62.3,16.2,16.7,1.4,1,,2018-11-25T07:53:40,2018-11-25T17:01:14,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-26,7.3,3.8,5.5,4.8,2.5,3.9,3.8,89.1,0.296,100,33.33,rain,0,0,32,18.6,349.3,1007.8,98.1,11.5,32.3,2.8,2,,2018-11-26T07:54:57,2018-11-26T17:00:36,0.61,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-27,8.2,2.1,5.7,6.4,2.1,3.7,3.1,83.8,1.242,100,37.5,rain,0,0,26.6,16.5,340.7,1019.8,94.7,14.6,36.4,3.1,2,,2018-11-27T07:56:13,2018-11-27T16:59:59,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-28,10.6,0.7,4.8,10.6,-1.6,4.2,1.8,82.2,0,0,0,,0,0,15.9,9,114,1023.3,82.9,14.9,36.1,3.1,2,,2018-11-28T07:57:27,2018-11-28T16:59:26,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-29,15.2,4.5,9.9,15.2,2.7,9.1,3.2,64.2,0,0,0,,0,0,62.7,34.4,175.3,1018.7,80.6,47,45.9,4,3,,2018-11-29T07:58:41,2018-11-29T16:58:55,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-11-30,10.8,6.9,8.9,10.8,6.9,8.7,5.8,81.7,2.587,100,45.83,rain,0,0,29.8,16.2,160,1017.5,98.6,24.7,16.8,1.4,1,,2018-11-30T07:59:53,2018-11-30T16:58:27,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-01,8.4,6.1,7,7.6,4.8,6.2,5.9,92.7,0.056,100,8.33,rain,0,0,25.6,17.3,129.3,1019.8,92.7,6.5,57,5,4,,2018-12-01T08:01:05,2018-12-01T16:58:01,0.79,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07475099999,07481099999,E9551,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-02,10.5,7.8,9.3,10.5,4.1,7.3,6.9,84.9,12.396,100,79.17,rain,0,0,50.8,33.1,178.1,1015.9,100,29,17.8,1.4,1,,2018-12-02T08:02:14,2018-12-02T16:57:37,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-03,15.1,10.6,12.5,15.1,10.6,12.5,9.4,81.3,1.011,100,41.67,rain,0,0,36.9,22.9,186.7,1015.4,92.1,46,41.9,3.5,2,,2018-12-03T08:03:23,2018-12-03T16:57:17,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-04,14.5,6.2,10.5,14.5,6.2,10.4,7.6,83,1.046,100,25,rain,0,0,19.7,12.8,296.8,1022.7,74.3,30.4,36.2,3.1,2,,2018-12-04T08:04:30,2018-12-04T16:56:59,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07475099999,07481099999,E9551,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-05,13.6,3.2,7.5,13.6,2.4,7.2,5.1,85.5,0,0,0,,0,0,12.4,8,127.4,1023.9,62.6,14.5,46.6,3.9,3,,2018-12-05T08:05:35,2018-12-05T16:56:44,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,E9551,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-06,13.8,7.3,10.7,13.8,6.7,10.5,8.8,88.5,2.473,100,50,rain,0,0,18,8.9,118.2,1023.9,98.6,15.7,27.1,2.1,2,,2018-12-06T08:06:39,2018-12-06T16:56:31,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-07,14.9,8.8,11.2,14.9,5.6,10.9,7.8,80.9,1.551,100,12.5,rain,0,0,50.3,31.2,213.5,1021.1,89.2,25.9,38.4,3.2,2,,2018-12-07T08:07:41,2018-12-07T16:56:21,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-08,9.5,4.6,7.5,7.8,3,5.9,3.2,74.3,0.345,100,33.33,rain,0,0,31.1,19.4,178,1023.2,92.7,44.6,24.9,2.2,1,,2018-12-08T08:08:41,2018-12-08T16:56:14,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-09,12,9.3,10.4,12,6.7,9.5,3.8,63.9,0.346,100,45.83,rain,0,0,57,24.4,264.6,1019.6,92.9,48.8,38.7,3.3,3,,2018-12-09T08:09:40,2018-12-09T16:56:10,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-10,9.6,4.5,7.7,7.7,3.8,6.2,3.8,76.6,0.767,100,50,rain,0,0,43,17.1,324.2,1028.1,91.9,43.6,28.4,2.5,2,,2018-12-10T08:10:36,2018-12-10T16:56:08,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-11,8.4,2.1,5.2,5.5,-0.1,3.2,1.2,76.4,0.006,100,4.17,rain,0,0,32.2,20.1,352,1025.3,52.1,32.1,37.7,3.4,2,,2018-12-11T08:11:31,2018-12-11T16:56:09,0.13,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-12,1.1,-2.4,-0.9,1.1,-4.3,-2.1,-2.4,89.1,0,0,0,,0,0,14.9,9.4,26.1,1022,83.6,7.9,40.6,3.5,2,,2018-12-12T08:12:24,2018-12-12T16:56:13,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-13,0.2,-2.5,-1.3,-0.7,-5.6,-3.5,-3.3,86.3,0,0,0,,0,0,16.4,10.4,24.5,1013.9,98.7,6.1,41.9,3.6,2,,2018-12-13T08:13:14,2018-12-13T16:56:19,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-14,0.8,-0.8,0.1,-0.1,-3.9,-2.2,-2.9,80.4,0,0,0,,0,0,23,14.8,357.5,1018.8,98.5,7.2,17.3,1.5,1,,2018-12-14T08:14:03,2018-12-14T16:56:28,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-15,2.1,-0.1,1,2.1,-4.3,-0.6,-3.6,71.7,0.673,100,8.33,"rain,snow",0,0,19.1,13.4,316.1,1022.8,97.7,9.5,36.9,3.2,2,,2018-12-15T08:14:50,2018-12-15T16:56:40,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-16,6.7,2.4,4.8,6.7,-0.7,3.8,3.1,89,1.063,100,29.17,rain,0,0,25.5,13.1,151.3,1015.9,98.6,9.3,20.1,1.6,1,,2018-12-16T08:15:34,2018-12-16T16:56:55,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2018-12-17,9.6,2,6.1,9.3,1.7,5.7,3.7,85.6,1.76,100,29.17,rain,0,0,18.4,9.6,119.6,1024.8,80.1,21.2,38.2,3.3,2,,2018-12-17T08:16:16,2018-12-17T16:57:12,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
